% --------------------------------------------------------
%
% Each line must contain data or a comment.
% Comment lines begin with a percent (%) character.
% Data lines contain two colums seperated by a comma (,) character.
% Each data line specifies a sample clock index, and if the clock should be sampled or skipped.
% Clock indicies must be between 0 and 65535.
%
% Examples:
%  "128, 1" means sample clock 128
%  "144, 0" means skip clock 144
%
% --------------------------------------------------------
% Clock index, Value (0 = skip, 1 = sample)
% --------------------------------------------------------
%
0,	1
1,	0
2,	0
3,	1
4,	0
5,	0
6,	1
7,	0
8,	0
9,	1
10,	0
11,	0
12,	1
13,	0
14,	0
15,	1
16,	0
17,	0
18,	1
19,	0
20,	0
21,	1
22,	0
23,	0
24,	1
25,	0
26,	0
27,	1
28,	0
29,	0
30,	1
31,	0
32,	0
33,	1
34,	0
35,	0
36,	1
37,	0
38,	0
39,	1
40,	0
41,	0
42,	1
43,	0
44,	0
45,	1
46,	0
47,	0
48,	1
49,	0
50,	0
51,	1
52,	0
53,	0
54,	1
55,	0
56,	0
57,	1
58,	0
59,	0
60,	1
61,	0
62,	0
63,	1
64,	0
65,	0
66,	1
67,	0
68,	0
69,	1
70,	0
71,	0
72,	1
73,	0
74,	0
75,	1
76,	0
77,	0
78,	1
79,	0
80,	0
81,	1
82,	0
83,	0
84,	1
85,	0
86,	0
87,	1
88,	0
89,	0
90,	1
91,	0
92,	0
93,	1
94,	0
95,	0
96,	1
97,	0
98,	0
99,	1
100,	0
101,	0
102,	1
103,	0
104,	0
105,	1
106,	0
107,	0
108,	1
109,	0
110,	0
111,	1
112,	0
113,	0
114,	1
115,	0
116,	0
117,	1
118,	0
119,	0
120,	1
121,	0
122,	0
123,	1
124,	0
125,	0
126,	1
127,	0
128,	0
129,	1
130,	0
131,	0
132,	1
133,	0
134,	0
135,	1
136,	0
137,	0
138,	1
139,	0
140,	0
141,	1
142,	0
143,	0
144,	1
145,	0
146,	0
147,	1
148,	0
149,	0
150,	1
151,	0
152,	0
153,	1
154,	0
155,	0
156,	1
157,	0
158,	0
159,	1
160,	0
161,	0
162,	1
163,	0
164,	0
165,	1
166,	0
167,	0
168,	1
169,	0
170,	0
171,	1
172,	0
173,	0
174,	1
175,	0
176,	0
177,	1
178,	0
179,	0
180,	1
181,	0
182,	0
183,	1
184,	0
185,	0
186,	1
187,	0
188,	0
189,	1
190,	0
191,	0
192,	1
193,	0
194,	0
195,	1
196,	0
197,	0
198,	1
199,	0
200,	0
201,	1
202,	0
203,	0
204,	1
205,	0
206,	0
207,	1
208,	0
209,	0
210,	1
211,	0
212,	0
213,	1
214,	0
215,	0
216,	1
217,	0
218,	0
219,	1
220,	0
221,	0
222,	1
223,	0
224,	0
225,	1
226,	0
227,	0
228,	1
229,	0
230,	0
231,	1
232,	0
233,	0
234,	1
235,	0
236,	0
237,	1
238,	0
239,	0
240,	1
241,	0
242,	0
243,	1
244,	0
245,	0
246,	1
247,	0
248,	0
249,	1
250,	0
251,	0
252,	1
253,	0
254,	0
255,	1
256,	0
257,	0
258,	1
259,	0
260,	0
261,	1
262,	0
263,	0
264,	1
265,	0
266,	0
267,	1
268,	0
269,	0
270,	1
271,	0
272,	0
273,	1
274,	0
275,	0
276,	1
277,	0
278,	0
279,	1
280,	0
281,	0
282,	1
283,	0
284,	0
285,	1
286,	0
287,	0
288,	1
289,	0
290,	0
291,	1
292,	0
293,	0
294,	1
295,	0
296,	0
297,	1
298,	0
299,	0
300,	1
301,	0
302,	0
303,	1
304,	0
305,	0
306,	1
307,	0
308,	0
309,	1
310,	0
311,	0
312,	1
313,	0
314,	0
315,	1
316,	0
317,	0
318,	1
319,	0
320,	0
321,	1
322,	0
323,	0
324,	1
325,	0
326,	0
327,	1
328,	0
329,	0
330,	1
331,	0
332,	0
333,	1
334,	0
335,	0
336,	1
337,	0
338,	0
339,	1
340,	0
341,	0
342,	1
343,	0
344,	0
345,	1
346,	0
347,	0
348,	1
349,	0
350,	0
351,	1
352,	0
353,	0
354,	1
355,	0
356,	0
357,	1
358,	0
359,	0
360,	1
361,	0
362,	0
363,	1
364,	0
365,	0
366,	1
367,	0
368,	0
369,	1
370,	0
371,	0
372,	1
373,	0
374,	0
375,	1
376,	0
377,	0
378,	1
379,	0
380,	0
381,	1
382,	0
383,	0
384,	1
385,	0
386,	0
387,	1
388,	0
389,	0
390,	1
391,	0
392,	0
393,	1
394,	0
395,	0
396,	1
397,	0
398,	0
399,	1
400,	0
401,	0
402,	1
403,	0
404,	0
405,	1
406,	0
407,	0
408,	1
409,	0
410,	0
411,	1
412,	0
413,	0
414,	1
415,	0
416,	0
417,	1
418,	0
419,	0
420,	1
421,	0
422,	0
423,	1
424,	0
425,	0
426,	1
427,	0
428,	0
429,	1
430,	0
431,	0
432,	1
433,	0
434,	0
435,	1
436,	0
437,	0
438,	1
439,	0
440,	0
441,	1
442,	0
443,	0
444,	1
445,	0
446,	0
447,	1
448,	0
449,	0
450,	1
451,	0
452,	0
453,	1
454,	0
455,	0
456,	1
457,	0
458,	0
459,	1
460,	0
461,	0
462,	1
463,	0
464,	0
465,	1
466,	0
467,	0
468,	1
469,	0
470,	0
471,	1
472,	0
473,	0
474,	1
475,	0
476,	0
477,	1
478,	0
479,	0
480,	1
481,	0
482,	0
483,	1
484,	0
485,	0
486,	1
487,	0
488,	0
489,	1
490,	0
491,	0
492,	1
493,	0
494,	0
495,	1
496,	0
497,	0
498,	1
499,	0
500,	0
501,	1
502,	0
503,	0
504,	1
505,	0
506,	0
507,	1
508,	0
509,	0
510,	1
511,	0
512,	0
513,	1
514,	0
515,	0
516,	1
517,	0
518,	0
519,	1
520,	0
521,	0
522,	1
523,	0
524,	0
525,	1
526,	0
527,	0
528,	1
529,	0
530,	0
531,	1
532,	0
533,	0
534,	1
535,	0
536,	0
537,	1
538,	0
539,	0
540,	1
541,	0
542,	0
543,	1
544,	0
545,	0
546,	1
547,	0
548,	0
549,	1
550,	0
551,	0
552,	1
553,	0
554,	0
555,	1
556,	0
557,	0
558,	1
559,	0
560,	0
561,	1
562,	0
563,	0
564,	1
565,	0
566,	0
567,	1
568,	0
569,	0
570,	1
571,	0
572,	0
573,	1
574,	0
575,	0
576,	1
577,	0
578,	0
579,	1
580,	0
581,	0
582,	1
583,	0
584,	0
585,	1
586,	0
587,	0
588,	1
589,	0
590,	0
591,	1
592,	0
593,	0
594,	1
595,	0
596,	0
597,	1
598,	0
599,	0
600,	1
601,	0
602,	0
603,	1
604,	0
605,	0
606,	1
607,	0
608,	0
609,	1
610,	0
611,	0
612,	1
613,	0
614,	0
615,	1
616,	0
617,	0
618,	1
619,	0
620,	0
621,	1
622,	0
623,	0
624,	1
625,	0
626,	0
627,	1
628,	0
629,	0
630,	1
631,	0
632,	0
633,	1
634,	0
635,	0
636,	1
637,	0
638,	0
639,	1
640,	0
641,	0
642,	1
643,	0
644,	0
645,	1
646,	0
647,	0
648,	1
649,	0
650,	0
651,	1
652,	0
653,	0
654,	1
655,	0
656,	0
657,	1
658,	0
659,	0
660,	1
661,	0
662,	0
663,	1
664,	0
665,	0
666,	1
667,	0
668,	0
669,	1
670,	0
671,	0
672,	1
673,	0
674,	0
675,	1
676,	0
677,	0
678,	1
679,	0
680,	0
681,	1
682,	0
683,	0
684,	1
685,	0
686,	0
687,	1
688,	0
689,	0
690,	1
691,	0
692,	0
693,	1
694,	0
695,	0
696,	1
697,	0
698,	0
699,	1
700,	0
701,	0
702,	1
703,	0
704,	0
705,	1
706,	0
707,	0
708,	1
709,	0
710,	0
711,	1
712,	0
713,	0
714,	1
715,	0
716,	0
717,	1
718,	0
719,	0
720,	1
721,	0
722,	0
723,	1
724,	0
725,	0
726,	1
727,	0
728,	0
729,	1
730,	0
731,	0
732,	1
733,	0
734,	0
735,	1
736,	0
737,	0
738,	1
739,	0
740,	0
741,	1
742,	0
743,	0
744,	1
745,	0
746,	0
747,	1
748,	0
749,	0
750,	1
751,	0
752,	0
753,	1
754,	0
755,	0
756,	1
757,	0
758,	0
759,	1
760,	0
761,	0
762,	1
763,	0
764,	0
765,	1
766,	0
767,	0
768,	1
769,	0
770,	0
771,	1
772,	0
773,	0
774,	1
775,	0
776,	0
777,	1
778,	0
779,	0
780,	1
781,	0
782,	0
783,	1
784,	0
785,	0
786,	1
787,	0
788,	0
789,	1
790,	0
791,	0
792,	1
793,	0
794,	0
795,	1
796,	0
797,	0
798,	1
799,	0
800,	0
801,	1
802,	0
803,	0
804,	1
805,	0
806,	0
807,	1
808,	0
809,	0
810,	1
811,	0
812,	0
813,	1
814,	0
815,	0
816,	1
817,	0
818,	0
819,	1
820,	0
821,	0
822,	1
823,	0
824,	0
825,	1
826,	0
827,	0
828,	1
829,	0
830,	0
831,	1
832,	0
833,	0
834,	1
835,	0
836,	0
837,	1
838,	0
839,	0
840,	1
841,	0
842,	0
843,	1
844,	0
845,	0
846,	1
847,	0
848,	0
849,	1
850,	0
851,	0
852,	1
853,	0
854,	0
855,	1
856,	0
857,	0
858,	1
859,	0
860,	0
861,	1
862,	0
863,	0
864,	1
865,	0
866,	0
867,	1
868,	0
869,	0
870,	1
871,	0
872,	0
873,	1
874,	0
875,	0
876,	1
877,	0
878,	0
879,	1
880,	0
881,	0
882,	1
883,	0
884,	0
885,	1
886,	0
887,	0
888,	1
889,	0
890,	0
891,	1
892,	0
893,	0
894,	1
895,	0
896,	0
897,	1
898,	0
899,	0
900,	1
901,	0
902,	0
903,	1
904,	0
905,	0
906,	1
907,	0
908,	0
909,	1
910,	0
911,	0
912,	1
913,	0
914,	0
915,	1
916,	0
917,	0
918,	1
919,	0
920,	0
921,	1
922,	0
923,	0
924,	1
925,	0
926,	0
927,	1
928,	0
929,	0
930,	1
931,	0
932,	0
933,	1
934,	0
935,	0
936,	1
937,	0
938,	0
939,	1
940,	0
941,	0
942,	1
943,	0
944,	0
945,	1
946,	0
947,	0
948,	1
949,	0
950,	0
951,	1
952,	0
953,	0
954,	1
955,	0
956,	0
957,	1
958,	0
959,	0
960,	1
961,	0
962,	0
963,	1
964,	0
965,	0
966,	1
967,	0
968,	0
969,	1
970,	0
971,	0
972,	1
973,	0
974,	0
975,	1
976,	0
977,	0
978,	1
979,	0
980,	0
981,	1
982,	0
983,	0
984,	1
985,	0
986,	0
987,	1
988,	0
989,	0
